iter	Logloss
140	0.3846425421
141	0.3843532721
142	0.3841493204
143	0.3838819369
144	0.3836277759
145	0.3834643467
146	0.3832065596
147	0.3831181461
148	0.3829587829
149	0.3826806875
150	0.3824439509
151	0.3823032114
152	0.3820878687
153	0.3819133226
154	0.3817172542
155	0.3814623402
156	0.3812079276
157	0.3809807487
158	0.3807486839
159	0.3806148235
160	0.3804818799
161	0.3803364202
162	0.3801358721
163	0.379850294
164	0.379620196
165	0.3793890754
166	0.3791302702
167	0.378898564
168	0.3786948081
169	0.3785643208
170	0.3783885027
171	0.3781281511
172	0.3779269043
173	0.3777418331
174	0.3775544139
175	0.3774607434
176	0.3772883068
177	0.3771713644
178	0.3769828858
179	0.3767358676
180	0.3766127084
181	0.3763972572
182	0.3762719007
183	0.3760851386
184	0.3759689457
185	0.375768952
186	0.3755864449
187	0.3753893578
188	0.3752225333
189	0.3750326288
190	0.3747947384
191	0.3747009217
192	0.3746134937
193	0.3744344109
194	0.3743080264
195	0.3740412758
196	0.3738383559
197	0.3737410436
198	0.3735864373
199	0.3733683435
200	0.3731477945
201	0.3729624963
202	0.3727675388
203	0.3725897579
204	0.3724590249
205	0.3722784639
206	0.3721126256
207	0.3719269785
208	0.3716989168
209	0.3716205623
210	0.3715205628
211	0.3714137826
212	0.3711518173
213	0.3710234154
214	0.3709405796
215	0.3708150396
216	0.3706927445
217	0.3705613765
218	0.3703802362
219	0.3702712666
220	0.3700172434
221	0.3698622781
222	0.3697196627
223	0.369514947
224	0.3694041426
225	0.3692766873
226	0.369173946
227	0.3689495681
228	0.3688551642
229	0.3687525148
230	0.3685822973
231	0.3684086039
232	0.3683225444
233	0.3682305246
234	0.3680059439
235	0.3678614787
236	0.3677241317
237	0.3676971135
238	0.3674983808
239	0.3673929702
240	0.3673398037
241	0.3671291639
242	0.3669808332
243	0.3668895279
244	0.3666924626
245	0.366467921
246	0.3663121017
247	0.3661474373
248	0.3660078407
249	0.3658396709
250	0.365741577
251	0.3656752882
252	0.3655485732
253	0.3653278623
254	0.3650203948
255	0.3647448478
256	0.364572047
257	0.36443871
258	0.3642428907
259	0.3641046162
260	0.3638964771
261	0.3637398543
262	0.3636473732
263	0.3635085178
264	0.3633925297
265	0.3632432177
266	0.3630655304
267	0.3628678282
268	0.3626866922
269	0.362569726
270	0.3624196668
271	0.3623121514
272	0.3621064617
273	0.3619346067
274	0.3617393823
275	0.3615006526
276	0.3613174517
277	0.3611755683
278	0.3610226921
279	0.360921707
280	0.3607591492
281	0.3606236568
282	0.3605121224
283	0.360340472
284	0.3601980534
285	0.3600661726
286	0.3599785443
287	0.3599021666
288	0.3598096415
289	0.3596047302
290	0.3595215974
291	0.3593697832
292	0.3592057163
293	0.3590990286
294	0.3590213429
295	0.3588989241
296	0.3587772106
297	0.358615925
298	0.3585317295
299	0.3584067688
300	0.3583034665
301	0.3581888624
302	0.3578616076
303	0.3577484053
304	0.3576079017
305	0.3575054576
306	0.35740669
307	0.3573182606
308	0.357194745
309	0.3570223128
310	0.3567524225
311	0.3566164951
312	0.3564930547
313	0.3563251816
314	0.3561992372
315	0.3561008251
316	0.3559292321
317	0.3557732745
318	0.3555960254
319	0.355397994
320	0.3552639676
321	0.3551779501
322	0.3549975432
323	0.3548931893
324	0.3546986444
325	0.3545222273
326	0.3543700087
327	0.3541785553
328	0.3539977902
329	0.3537558472
330	0.3536829766
331	0.3534670515
332	0.3533859264
333	0.3532557828
334	0.3531520123
335	0.3529276671
336	0.3527370304
337	0.3525146582
338	0.3524443261
339	0.3522098023
340	0.3520624704
341	0.3518637728
342	0.3518016165
343	0.3516105688
344	0.3514588718
345	0.3513139425
346	0.3511639796
347	0.3510455021
348	0.3508201578
349	0.3507182309
350	0.3505356163
351	0.350393689
352	0.3502834139
353	0.350099462
354	0.3499652157
355	0.3499148283
356	0.3497736433
357	0.3496131898
358	0.3494020839
359	0.349298495
360	0.3492070555
361	0.349057656
362	0.3489016633
363	0.3488077934
364	0.3486927971
365	0.3485953958
366	0.3484727957
367	0.3483835937
368	0.3481203797
369	0.3479182776
370	0.3478111072
371	0.3476764021
372	0.3475983846
373	0.3474710219
374	0.3473976305
375	0.3472536755
376	0.3469719832
377	0.3468436016
378	0.3466579847
379	0.3464382443
380	0.3463255408
381	0.346164444
382	0.3460236383
383	0.3458794488
384	0.3457586341
385	0.3456289448
386	0.3454315066
387	0.3452770716
388	0.345118799
389	0.3449531412
390	0.3448754486
391	0.3446512378
392	0.3445675698
393	0.3444711529
394	0.3443927531
395	0.3443002318
396	0.3441450065
397	0.343987887
398	0.3438546729
399	0.3437043599
400	0.3435629518
401	0.3434653747
402	0.3432763473
403	0.3431439524
404	0.3429756377
405	0.3427597409
406	0.3426148955
407	0.3424689922
408	0.3423375158
409	0.3421404809
410	0.3420163778
411	0.3418930722
412	0.3418066641
413	0.3416735608
414	0.341446295
415	0.3413618337
416	0.3412233698
417	0.3409669532
418	0.3408273885
419	0.3406490566
420	0.3404256791
421	0.3401718733
422	0.3400487687
423	0.3399467974
424	0.3398751646
425	0.3397278677
426	0.3395435047
427	0.3394170849
428	0.3391742494
429	0.3389390152
430	0.3387632087
431	0.3385740947
432	0.3384186083
433	0.3382318239
434	0.3381071147
435	0.3380207603
436	0.3378768328
437	0.3377953116
438	0.3376183573
439	0.337507834
440	0.3373871639
441	0.3371891386
442	0.3370230805
443	0.3369323748
444	0.336794855
445	0.3366262369
446	0.336515327
447	0.3364067685
448	0.3362755085
449	0.3361169219
450	0.3359624955
451	0.3358149484
452	0.3357007196
453	0.3355735628
454	0.3353990035
455	0.3352356733
456	0.3350424192
457	0.334888569
458	0.3347431669
459	0.3345783131
460	0.3344417538
461	0.334329837
462	0.3342204822
463	0.3341269891
464	0.3339632711
465	0.3338876756
466	0.3337533369
467	0.3336542583
468	0.3335398281
469	0.3334585824
470	0.3332786421
471	0.3331833256
472	0.332994301
473	0.3329431758
474	0.3328700919
475	0.3327373166
476	0.3325422267
477	0.3323862321
478	0.3321736746
479	0.3320888873
480	0.3319066417
481	0.3317538321
482	0.3316217265
483	0.3314962568
484	0.3313989899
485	0.331280135
486	0.3311886803
487	0.3309574508
488	0.3308400368
489	0.3306696126
490	0.3305770801
491	0.3303957142
492	0.3303093012
493	0.3302069731
494	0.3300227581
495	0.3298359038
496	0.329717743
497	0.3296132455
498	0.3294644731
499	0.3293553641
500	0.3291600442
501	0.3290095427
502	0.3289067119
503	0.3287954273
504	0.328635278
505	0.3284741308
506	0.3283670474
507	0.32820659
508	0.3280926616
509	0.3279392267
510	0.3277946231
511	0.3276362439
512	0.3275542985
513	0.3274336754
514	0.3273615769
515	0.3272692693
516	0.3271897633
517	0.3270370967
518	0.3269226852
519	0.3267698207
520	0.3265904512
521	0.3264186262
522	0.3262019622
523	0.3260446219
524	0.3258484217
525	0.3257300667
526	0.3255651244
527	0.325409021
528	0.3253194327
529	0.3252306794
530	0.3251757605
531	0.3250351557
532	0.3249206033
533	0.3247313334
534	0.3245562899
535	0.3244224649
536	0.3243379701
537	0.3242499058
538	0.3241059694
539	0.3240338523
540	0.3239447471
541	0.3237342019
542	0.3236413218
543	0.3235014944
544	0.3232997261
545	0.3230404538
546	0.3228850171
547	0.3228026199
548	0.3226197748
549	0.3224141628
550	0.3223565905
551	0.3222664228
552	0.3221818581
553	0.321985142
554	0.3218201319
555	0.321712619
556	0.3216573102
557	0.3215319913
558	0.3214143831
559	0.3212666471
560	0.3211241917
561	0.3209573066
562	0.3208441452
563	0.3206863083
564	0.3205185961
565	0.3203243414
566	0.3202512813
567	0.3201568485
568	0.3199625211
569	0.3198545444
570	0.3197101542
571	0.3195777172
572	0.3194440808
573	0.3193689419
574	0.3192321296
575	0.3191559119
576	0.31895629
577	0.3187643567
578	0.3186744547
579	0.3185471071
580	0.318355712
581	0.3182117333
582	0.318123798
583	0.317945993
584	0.3177855567
585	0.31761559
586	0.3175376625
587	0.3173932785
588	0.3173177985
589	0.3171612592
590	0.3170571716
591	0.3169474034
592	0.3168051995
593	0.3167344002
594	0.3166008081
595	0.3164177838
596	0.3162905928
597	0.3161557777
598	0.3159788944
599	0.3158786789
600	0.3157920295
601	0.3156859068
602	0.3155002015
603	0.315398241
604	0.3153468712
605	0.3152283981
606	0.315106648
607	0.3149517671
608	0.3148037465
609	0.3147109549
610	0.3146355382
611	0.314482389
612	0.3143226109
613	0.314178906
614	0.314084651
615	0.3139226856
616	0.3138245474
617	0.3136957535
618	0.313553398
619	0.3134061313
620	0.3132767053
621	0.3130887713
622	0.3130064256
623	0.3129007851
624	0.3128070397
625	0.3126196672
626	0.3125126166
627	0.3123686412
628	0.3122058557
629	0.3120631347
630	0.3119006917
631	0.3117788319
632	0.3116042093
633	0.3114692626
634	0.3114074895
635	0.3112847426
636	0.3112303084
637	0.3110533032
638	0.3109169561
639	0.3107572183
640	0.3106454381
641	0.3104969301
642	0.3103668958
643	0.3102530407
644	0.3100498052
645	0.3099257387
646	0.3097819533
647	0.3096654443
648	0.3095336063
649	0.3094088971
650	0.3093142445
651	0.3091896359
652	0.3090428441
653	0.3089762773
654	0.3088899511
655	0.3087307622
656	0.3085793482
657	0.3084897324
658	0.3083762457
659	0.3082363175
660	0.3081293445
661	0.3080029564
662	0.3078942098
663	0.3077831326
664	0.3076657498
665	0.3075125943
666	0.3073655063
667	0.3072540774
668	0.3071065951
669	0.3070035082
670	0.3068713513
671	0.3067827612
672	0.306590738
673	0.306471366
674	0.3064197955
675	0.306338645
676	0.3062348579
677	0.3061022289
678	0.3059652292
679	0.3058210122
680	0.305699784
681	0.305561217
682	0.3054414762
683	0.305346519
684	0.3052336882
685	0.3051094655
686	0.3049765361
687	0.3048841977
688	0.3048230973
689	0.304715434
690	0.3046423844
691	0.3045194279
692	0.3044162931
693	0.3043201088
694	0.3041790936
695	0.3040932611
696	0.3039906002
697	0.3038557176
698	0.3036713286
699	0.3035956402
700	0.3034408628
701	0.3033068967
702	0.3031173161
703	0.3030371152
704	0.3029647196
705	0.302898465
706	0.30283237
707	0.3027443067
708	0.3026340085
709	0.3025868377
710	0.3024900697
711	0.3023996581
712	0.3022452979
713	0.3021805242
714	0.3020610808
715	0.3019677041
716	0.3017908994
717	0.3016693132
718	0.3015253796
719	0.3014109377
720	0.3013120835
721	0.3012196643
722	0.3010876072
723	0.3009309712
724	0.3008196735
725	0.3006839149
726	0.3005718357
727	0.3004796572
728	0.3003306048
729	0.3001561979
730	0.2999483722
731	0.2998588765
732	0.2996945349
733	0.29961993
734	0.2995510989
735	0.2994415815
736	0.2993235557
737	0.2992480766
738	0.2990833586
739	0.2989477838
740	0.2988560772
741	0.2987099976
742	0.2985812963
743	0.2984318155
744	0.2983264718
745	0.2981995007
746	0.2980564215
747	0.2978962994
748	0.2978086292
749	0.2977230537
750	0.2976433128
751	0.2975420371
752	0.2974522924
753	0.2973497133
754	0.2972302558
755	0.2971035344
756	0.297002331
757	0.2969007637
758	0.2967683143
759	0.2965684123
760	0.2964743509
761	0.296335492
762	0.2962116929
763	0.2961516876
764	0.2961085034
765	0.2960199268
766	0.2958853577
767	0.2957465615
768	0.2957009711
769	0.295536848
770	0.2954180106
771	0.2953120879
772	0.295234773
773	0.2951099481
774	0.2950049089
775	0.2948949948
776	0.2947748978
777	0.2946841145
778	0.2945154285
779	0.2944136454
780	0.2943107454
781	0.294143032
782	0.2940605268
783	0.2939657854
784	0.2938610692
785	0.2937605957
786	0.2936425241
787	0.2935509281
788	0.293489708
789	0.293424895
790	0.2933169609
791	0.2931917598
792	0.2931260653
793	0.2930293053
794	0.2929548671
795	0.2928237716
796	0.2927606814
797	0.2926118109
798	0.2924956537
799	0.2924261036
800	0.2922920144
801	0.2922504135
802	0.2921617919
803	0.2920519605
804	0.2919421729
805	0.2918498615
806	0.2918093515
807	0.291728452
808	0.2916135903
809	0.2914973122
810	0.291422142
811	0.2913442387
812	0.2912434978
813	0.2911452788
814	0.2910663738
815	0.2909952105
816	0.2909038083
817	0.2908007981
818	0.2907121596
819	0.2906445085
820	0.2905422476
821	0.2904767746
822	0.290332253
823	0.2902732818
824	0.2901285044
825	0.290027394
826	0.2898636271
827	0.2897064962
828	0.2896017161
829	0.2895181058
830	0.2894585548
831	0.2893920662
832	0.2892923203
833	0.2891449439
834	0.2890128996
835	0.2889275152
836	0.2887990497
837	0.2886874588
838	0.288579682
839	0.2884821458
840	0.2883545384
841	0.288245981
842	0.2881255273
843	0.2880220333
844	0.2879257228
845	0.2877867392
846	0.2876805966
847	0.287521616
848	0.2874127851
849	0.2873000194
850	0.2872029506
851	0.2871071889
852	0.2870278868
853	0.2868478643
854	0.2867801446
855	0.2866725786
856	0.2865276263
857	0.2864446305
858	0.2863137903
859	0.2862477838
860	0.2861498181
861	0.2860469321
862	0.28589972
863	0.2858075834
864	0.2857303857
865	0.2856742789
866	0.2855415612
867	0.2854028094
868	0.285353335
869	0.2852968655
870	0.2852134974
871	0.2851450135
872	0.2850457656
873	0.2849525886
874	0.2848900443
875	0.28472454
876	0.2846359654
877	0.2845792765
878	0.2845078518
879	0.2844047629
880	0.2842787475
881	0.2841666601
882	0.2840964952
883	0.2839266656
884	0.2838777597
885	0.2837636557
886	0.2836803829
887	0.2835909515
888	0.2834898657
889	0.2833782796
890	0.283344596
891	0.2832079836
892	0.2830842706
893	0.283010791
894	0.2829114719
895	0.2828212885
896	0.2827694754
897	0.282627944
898	0.2825542286
899	0.2824164474
900	0.2823221271
901	0.2822003244
902	0.2820415122
903	0.2819402651
904	0.281898617
905	0.281752719
906	0.2816624598
907	0.2814957529
908	0.2814181738
909	0.2813299953
910	0.2812628873
911	0.2811345414
912	0.2810585544
913	0.2809627263
914	0.2808982848
915	0.2808131458
916	0.2806879324
917	0.2805501082
918	0.280458401
919	0.2803580217
920	0.2802500368
921	0.2801317185
922	0.2800494874
923	0.2798817743
924	0.2798022858
925	0.2796488161
926	0.2794949174
927	0.2794486196
928	0.2793794391
929	0.279231285
930	0.2791386709
931	0.2790644009
932	0.2788968829
933	0.2787222228
934	0.2786169824
935	0.2785255564
936	0.2784337553
937	0.278361213
938	0.2782233308
939	0.2781616227
940	0.2780562961
941	0.2780006814
942	0.2778899879
943	0.2778033577
944	0.2777040372
945	0.2776306351
946	0.2775457808
947	0.2774279401
948	0.2773474882
949	0.2772402013
950	0.2771617498
951	0.2770022247
952	0.2768889555
953	0.2768379586
954	0.2767508075
955	0.2766575545
956	0.2766268433
957	0.2765139742
958	0.2764198808
959	0.2763105618
960	0.2761463117
961	0.2760559828
962	0.2760312248
963	0.2758927376
964	0.2757805121
965	0.2756675844
966	0.2755388426
967	0.2754413558
968	0.2753838034
969	0.2752823641
970	0.2751258897
971	0.2750196339
972	0.2749006192
973	0.2748440063
974	0.2746657423
975	0.2745802014
976	0.274434022
977	0.2743230671
978	0.2742509041
979	0.2742034497
980	0.2740716931
981	0.2739643195
982	0.2738143235
983	0.2736321368
984	0.2735165311
985	0.2733512231
986	0.2732780058
987	0.2731695097
988	0.2730413412
989	0.2729516463
990	0.2728509208
991	0.2727679447
992	0.2727060993
993	0.2725629028
994	0.2724325148
995	0.2723727269
996	0.272297695
997	0.2721430013
998	0.2720644163
999	0.2719468497
